Time    ,Satellite ,Target ,Sender ,Received Alpha ,Received Beta ,Receiver ,Sent Alpha ,Sent Beta
 25.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,0.006      ,-0.018
 26.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.008     ,-0.000
 27.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,0.017      ,-0.004
 28.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.052     ,0.022
 29.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.023     ,-0.000
 30.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.010     ,0.005
 31.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,0.050      ,0.001
 32.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.013     ,-0.005
 33.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.034     ,0.010
 34.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.008     ,0.025
 35.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,0.017      ,0.030
 36.000 ,Sat1      ,Targ1  ,Sat2   ,6.741          ,6.957         ,Sat2     ,-0.016     ,0.008
 37.000 ,Sat1      ,Targ1  ,Sat2   ,6.385          ,6.533         ,Sat2     ,0.011      ,-0.013
 38.000 ,Sat1      ,Targ1  ,Sat2   ,5.985          ,6.126         ,Sat2     ,0.027      ,0.022
 39.000 ,Sat1      ,Targ1  ,Sat2   ,5.613          ,5.713         ,Sat2     ,0.011      ,0.027
 40.000 ,Sat1      ,Targ1  ,Sat2   ,5.183          ,5.278         ,Sat2     ,-0.008     ,0.013
 41.000 ,Sat1      ,Targ1  ,Sat2   ,4.767          ,4.835         ,Sat2     ,0.018      ,-0.004
 42.000 ,Sat1      ,Targ1  ,Sat2   ,4.373          ,4.389         ,Sat2     ,0.002      ,0.010
 43.000 ,Sat1      ,Targ1  ,Sat2   ,3.935          ,3.942         ,Sat2     ,0.021      ,-0.014
 44.000 ,Sat1      ,Targ1  ,Sat2   ,3.517          ,3.471         ,Sat2     ,-0.000     ,-0.021
 45.000 ,Sat1      ,Targ1  ,Sat2   ,3.000          ,3.057         ,Sat2     ,-0.005     ,0.007
 46.000 ,Sat1      ,Targ1  ,Sat2   ,2.592          ,2.638         ,Sat2     ,-0.024     ,0.039
 47.000 ,Sat1      ,Targ1  ,Sat2   ,2.171          ,2.154         ,Sat2     ,-0.011     ,-0.013
 48.000 ,Sat1      ,Targ1  ,Sat2   ,1.691          ,1.715         ,Sat2     ,0.003      ,-0.023
 49.000 ,Sat1      ,Targ1  ,Sat2   ,1.229          ,1.247         ,Sat2     ,0.008      ,0.034
 50.000 ,Sat1      ,Targ1  ,Sat2   ,0.776          ,0.773         ,Sat2     ,-0.027     ,-0.010
 51.000 ,Sat1      ,Targ1  ,Sat2   ,0.327          ,0.326         ,Sat2     ,-0.007     ,-0.025
 52.000 ,Sat1      ,Targ1  ,Sat2   ,-0.174         ,-0.175        ,Sat2     ,-0.014     ,-0.009
 53.000 ,Sat1      ,Targ1  ,Sat2   ,-0.613         ,-0.636        ,Sat2     ,-0.034     ,0.011
 54.000 ,Sat1      ,Targ1  ,Sat2   ,-1.095         ,-1.130        ,Sat2     ,0.004      ,0.026
 55.000 ,Sat1      ,Targ1  ,Sat2   ,-1.574         ,-1.507        ,Sat2     ,-0.015     ,0.033
 56.000 ,Sat1      ,Targ1  ,Sat2   ,-1.986         ,-2.024        ,Sat2     ,-0.014     ,-0.035
 57.000 ,Sat1      ,Targ1  ,Sat2   ,-2.399         ,-2.449        ,Sat2     ,-0.014     ,0.009
 58.000 ,Sat1      ,Targ1  ,Sat2   ,-2.919         ,-2.919        ,Sat2     ,-0.003     ,-0.025
 59.000 ,Sat1      ,Targ1  ,Sat2   ,-3.356         ,-3.367        ,Sat2     ,0.004      ,0.008
 60.000 ,Sat1      ,Targ1  ,Sat2   ,-3.769         ,-3.801        ,Sat2     ,-0.022     ,0.023
 61.000 ,Sat1      ,Targ1  ,Sat2   ,-4.216         ,-4.243        ,Sat2     ,-0.029     ,0.025
 62.000 ,Sat1      ,Targ1  ,Sat2   ,-4.640         ,-4.669        ,Sat2     ,-0.056     ,0.010
 63.000 ,Sat1      ,Targ1  ,Sat2   ,-5.070         ,-5.115        ,Sat2     ,-0.001     ,0.024
 64.000 ,Sat1      ,Targ1  ,Sat2   ,-5.477         ,-5.554        ,Sat2     ,-0.007     ,-0.014
 65.000 ,Sat1      ,Targ1  ,Sat2   ,-5.859         ,-5.984        ,Sat2     ,-0.014     ,0.035
 66.000 ,Sat1      ,Targ1  ,Sat2   ,-6.269         ,-6.376        ,Sat2     ,0.006      ,0.014
 67.000 ,Sat1      ,Targ1  ,Sat2   ,-6.628         ,-6.784        ,Sat2     ,-0.025     ,0.002
 68.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.025     ,0.019
 69.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.040     ,0.005
 70.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,0.001      ,0.005
 71.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.033     ,-0.013
 72.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.023     ,-0.024
 73.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.001     ,0.016
 74.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.009     ,-0.002
 75.000 ,Sat1      ,Targ1  ,       ,               ,              ,Sat2     ,-0.027     ,-0.022
 76.000 ,Sat1      ,Targ1  ,Sat3   ,6.796          ,7.036         ,Sat2     ,-0.014     ,0.002
 77.000 ,Sat1      ,Targ1  ,Sat3   ,6.406          ,6.632         ,Sat2     ,0.001      ,-0.020
 78.000 ,Sat1      ,Targ1  ,Sat3   ,6.081          ,6.208         ,Sat2     ,-0.011     ,-0.009
 79.000 ,Sat1      ,Targ1  ,Sat3   ,5.657          ,5.778         ,Sat2     ,0.009      ,-0.006
 80.000 ,Sat1      ,Targ1  ,Sat3   ,5.232          ,5.375         ,Sat2     ,-0.041     ,0.003
 81.000 ,Sat1      ,Targ1  ,Sat3   ,4.847          ,4.918         ,Sat2     ,-0.029     ,0.012
 82.000 ,Sat1      ,Targ1  ,Sat3   ,4.420          ,4.477         ,Sat2     ,-0.008     ,-0.031
 83.000 ,Sat1      ,Targ1  ,Sat3   ,4.041          ,4.100         ,Sat2     ,-0.015     ,-0.016
 84.000 ,Sat1      ,Targ1  ,Sat3   ,3.571          ,3.598         ,Sat2     ,-0.035     ,-0.018
 85.000 ,Sat1      ,Targ1  ,Sat3   ,3.091          ,3.157         ,Sat2     ,-0.015     ,0.022
 86.000 ,Sat1      ,Targ1  ,Sat3   ,2.687          ,2.694         ,Sat2     ,-0.008     ,0.006
 87.000 ,Sat1      ,Targ1  ,Sat3   ,2.250          ,2.243         ,Sat2     ,0.002      ,-0.005
 88.000 ,Sat1      ,Targ1  ,Sat3   ,1.737          ,1.787         ,Sat2     ,-0.015     ,0.009
 89.000 ,Sat1      ,Targ1  ,Sat3   ,1.333          ,1.350         ,Sat2     ,-0.011     ,0.006
 90.000 ,Sat1      ,Targ1  ,Sat3   ,0.868          ,0.848         ,Sat2     ,-0.041     ,0.016
 91.000 ,Sat1      ,Targ1  ,Sat3   ,0.385          ,0.425         ,Sat2     ,-0.016     ,-0.014
 92.000 ,Sat1      ,Targ1  ,Sat3   ,-0.063         ,-0.070        ,Sat2     ,-0.018     ,0.023
 93.000 ,Sat1      ,Targ1  ,Sat3   ,-0.515         ,-0.537        ,Sat3     ,-0.049     ,-0.016
 94.000 ,Sat1      ,Targ1  ,Sat3   ,-1.015         ,-0.959        ,Sat3     ,0.015      ,-0.019
 95.000 ,Sat1      ,Targ1  ,Sat3   ,-1.458         ,-1.463        ,Sat3     ,-0.003     ,0.002
 96.000 ,Sat1      ,Targ1  ,Sat3   ,-1.951         ,-1.889        ,Sat3     ,0.015      ,0.005
 97.000 ,Sat1      ,Targ1  ,Sat3   ,-2.372         ,-2.375        ,Sat3     ,0.002      ,-0.008
 98.000 ,Sat1      ,Targ1  ,Sat3   ,-2.826         ,-2.814        ,Sat3     ,-0.004     ,0.022
 99.000 ,Sat1      ,Targ1  ,Sat3   ,-3.268         ,-3.258        ,Sat3     ,-0.029     ,0.003
100.000 ,Sat1      ,Targ1  ,Sat3   ,-3.708         ,-3.723        ,Sat3     ,0.034      ,0.004
