Time,x_sat,y_sat,z_sat,True_x,True_vx,True_y,True_vy,True_z,True_vz,InTrackAngle,CrossTrackAngle,Est_x,Est_vx,Est_y,Est_vy,Est_z,Est_vz,Cov_xx,Cov_vxvx,Cov_yy,Cov_vyvy,Cov_zz,Cov_vzvz,Track Error,Innovation_ITA,Innovation_CTA,InnovationCov_ITA,InnovationCov_CTA,DDF_Est_x,DDF_Est_vx,DDF_Est_y,DDF_Est_vy,DDF_Est_z,DDF_Est_vz,DDF_Cov_xx,DDF_Cov_vxvx,DDF_Cov_yy,DDF_Cov_vyvy,DDF_Cov_zz,DDF_Cov_vzvz,DDF Track Error,DDF_Innovation_ITA,DDF_Innovation_CTA,DDF_InnovationCov_ITA,DDF_InnovationCov_CTA,ET_Est_x,ET_Est_vx,ET_Est_y,ET_Est_vy,ET_Est_z,ET_Est_vz,ET_Cov_xx,ET_Cov_vxvx,ET_Cov_yy,ET_Cov_vyvy,ET_Cov_zz,ET_Cov_vzvz,ET_Meas_alpha,ET_Meas_beta,ET_Track Error
50.000,18372.310,-462.723,0.000,6375.914,2.479,-163.112,96.891,0.000,0.000,-0.010,0.000,6399.863,5.102,-163.355,97.230,0.053,-0.016,20593.408,101.144,17.693,3.892,4.794,0.138,48.973,0.001,-0.000,0.001,0.001,6375.851,2.454,-162.759,96.936,0.042,-0.005,567.351,5.142,4.880,0.258,5.144,0.151,21.278,0.001,-0.000,0.001,0.001,6377.778,2.755,-162.936,96.950,-0.160,-0.034,290.584,2.729,3.085,0.186,3.621,0.110,-0.010,0.000,18.202
51.000,18377.222,-183.341,0.000,6377.656,1.006,-66.205,96.918,0.000,0.000,-0.015,0.001,6404.257,3.630,-66.330,97.306,0.055,-0.014,23505.973,100.587,6.841,5.117,4.575,0.126,50.291,-0.005,0.000,0.001,0.001,6376.963,0.926,-66.075,96.921,0.068,-0.001,658.186,4.985,4.674,0.277,4.814,0.136,21.913,-0.005,0.000,0.001,0.001,6379.760,1.277,-65.976,96.983,-0.176,-0.032,317.837,2.516,3.042,0.187,3.246,0.102,-0.015,0.001,18.493
52.000,18377.885,96.083,0.000,6377.926,-0.467,30.716,96.922,0.000,0.000,-0.014,-0.003,6407.171,2.154,30.890,97.376,-0.101,-0.030,26609.603,99.893,5.165,6.530,4.391,0.117,51.768,-0.002,-0.003,0.001,0.001,6376.980,-0.562,30.807,96.916,0.094,0.002,746.990,4.786,4.620,0.301,4.531,0.125,22.489,-0.002,-0.003,0.001,0.001,6379.306,-0.275,30.822,96.960,-0.085,-0.020,340.896,2.302,3.032,0.188,2.934,0.097,-0.014,-0.003,18.726
53.000,18374.300,375.485,0.000,6376.723,-1.940,127.630,96.903,0.000,0.000,-0.014,0.001,6408.611,0.676,128.224,97.429,-0.055,-0.022,29900.066,99.063,16.937,8.127,4.237,0.111,53.530,-0.001,0.001,0.001,0.001,6374.444,-2.127,127.560,96.860,0.201,0.013,776.894,4.264,4.592,0.302,4.320,0.119,22.661,-0.002,0.000,0.001,0.001,6377.123,-1.834,127.585,96.911,-0.038,-0.013,353.249,2.061,3.039,0.186,2.711,0.094,-0.014,0.001,18.840
54.000,18366.468,654.801,0.000,6374.047,-3.412,224.515,96.863,0.000,0.000,-0.014,0.002,6408.563,-0.805,225.638,97.465,0.034,-0.010,33372.550,98.099,46.963,9.905,4.108,0.107,55.362,-0.001,0.002,0.001,0.001,6372.206,-3.554,224.407,96.823,0.127,0.004,738.917,3.523,4.502,0.280,4.362,0.117,22.412,-0.001,0.001,0.001,0.001,6374.335,-3.321,224.416,96.863,-0.020,-0.010,348.814,1.783,3.047,0.180,2.606,0.094,-0.014,0.002,18.777
55.000,18354.390,933.964,0.000,6369.899,-4.883,321.348,96.800,0.000,0.000,-0.013,0.005,6407.014,-2.289,323.153,97.485,0.239,0.013,37021.737,97.004,100.587,11.862,4.002,0.104,57.193,0.001,0.004,0.001,0.001,6367.438,-5.053,321.082,96.738,0.072,-0.003,659.913,2.772,4.352,0.247,4.723,0.119,21.890,0.000,0.004,0.001,0.001,6369.506,-4.843,321.121,96.779,0.033,-0.004,325.675,1.481,3.038,0.169,2.624,0.094,-0.013,0.005,18.508
56.000,18338.068,1212.912,0.000,6364.281,-6.354,418.107,96.714,0.000,0.000,-0.012,0.002,6403.950,-3.775,420.716,97.487,0.292,0.017,40841.782,95.780,183.667,13.995,3.915,0.102,59.008,0.002,0.001,0.001,0.001,6361.345,-6.541,417.781,96.644,0.106,0.001,571.605,2.144,4.187,0.215,5.354,0.122,21.267,0.002,0.002,0.001,0.001,6363.418,-6.346,417.852,96.688,0.201,0.014,288.088,1.186,3.008,0.156,2.737,0.095,-0.012,0.002,18.050
57.000,18317.508,1491.580,0.000,6357.192,-7.823,514.770,96.607,0.000,0.000,-0.011,0.000,6399.359,-5.265,518.306,97.469,0.251,0.011,44826.415,94.431,302.574,16.301,3.845,0.100,60.805,0.003,-0.001,0.001,0.001,6354.751,-7.969,514.457,96.548,0.064,-0.004,488.093,1.669,4.138,0.195,5.791,0.122,20.604,0.003,-0.000,0.001,0.001,6356.584,-7.800,514.557,96.590,0.212,0.013,243.974,0.928,2.961,0.143,2.899,0.097,-0.011,0.000,17.455
58.000,18292.713,1769.902,0.000,6348.636,-9.290,611.313,96.477,0.000,0.000,-0.014,0.002,6393.359,-6.749,615.749,97.417,0.304,0.015,48968.842,92.959,464.182,18.776,3.788,0.099,62.582,-0.000,0.001,0.001,0.001,6346.564,-9.409,611.030,96.428,0.133,0.003,401.300,1.278,4.123,0.178,6.023,0.120,19.806,0.001,0.002,0.001,0.001,6347.584,-9.292,611.172,96.466,0.208,0.012,200.659,0.721,2.907,0.131,3.064,0.097,-0.014,0.002,16.791
59.000,18263.690,2047.816,0.000,6338.614,-10.755,707.715,96.324,0.000,0.000,-0.017,-0.003,6385.901,-8.229,712.986,97.329,0.096,-0.008,53261.545,91.369,675.882,21.417,3.743,0.099,64.339,-0.003,-0.005,0.001,0.001,6337.361,-10.823,707.436,96.288,0.060,-0.006,321.668,0.975,4.107,0.163,6.127,0.118,18.947,-0.002,-0.004,0.001,0.001,6338.289,-10.719,707.637,96.328,0.224,0.011,162.462,0.565,2.854,0.121,3.209,0.098,-0.017,-0.003,16.113
60.000,18230.444,2325.256,0.000,6327.127,-12.217,803.954,96.150,0.000,0.000,-0.016,-0.005,6376.995,-9.708,810.214,97.227,-0.142,-0.031,57696.522,89.662,945.567,24.220,3.707,0.098,66.076,-0.001,-0.005,0.001,0.001,6326.403,-12.253,803.757,96.131,-0.012,-0.014,255.432,0.754,4.094,0.150,6.136,0.115,18.103,-0.001,-0.005,0.001,0.001,6327.281,-12.158,803.907,96.163,0.116,-0.002,130.838,0.452,2.809,0.114,3.323,0.098,-0.016,-0.005,15.460
61.000,18192.984,2602.159,0.000,6314.180,-13.677,900.007,95.953,0.000,0.000,-0.017,-0.002,6366.639,-11.184,907.304,97.100,-0.213,-0.035,62265.360,87.845,1281.542,27.180,3.680,0.098,67.793,-0.002,-0.001,0.001,0.001,6313.865,-13.689,899.765,95.935,-0.077,-0.020,203.064,0.597,4.083,0.140,6.086,0.113,17.315,-0.002,-0.002,0.001,0.001,6314.113,-13.627,899.886,95.956,-0.111,-0.026,105.555,0.371,2.772,0.109,3.407,0.097,-0.017,-0.002,14.851
